No;File;Artist;Title;Mood
3357;TRBRBNT128F92F57D2.h5;Satan's Rats;Tin God;sad
3358;TRBRBNT12903CF7CDD.h5;Annie Lennox;Dark Road;sad
3359;TRBRBOD128F147B27C.h5;The Glove;Looking Glass Girl;happy
3360;TRBRBOM12903CB7C47.h5;Beki Bondage;Hell Rasier;sad
3361;TRBRBOS128F425EB40.h5;Annie Lennox;Sing;happy
3362;TRBRCJD128F9305109.h5;System and Station;We See Ourselves Shining Brightly;sad
3363;TRBRCAA12903CC7C12.h5;Terror Punk Syndicate;Dysmorphia (Version);happy
3364;TRBRCAD128F92E9D9D.h5;Conjunto Clasico;A Medellín;happy
3365;TRBRCAM128F147B752.h5;Everything But The Girl;You Lift Me Up;sad
3366;TRBRCBW128F930BD42.h5;Darc Mind;On The Ropes;happy
3367;TRBRCCE128F4287C32.h5;Angela Bofill;Three Blind Mice;happy
3368;TRBRCCI128F9338797.h5;Soweto String Quartet;Mbayi Mbayi (Reprise);happy
3369;TRBRCDD128E0784060.h5;Instruction;Your Punk Sucks;sad
3370;TRBRCEJ128F932E7D0.h5;Lolita Storm;Annabelle;sad
3371;TRBRCEU128F42A4D11.h5;Matisse;Song About A song;sad
3372;TRBRCHL12903CB9BB9.h5;Beatnik Termites;Eddie's Got A New Zit;happy
3373;TRBRCIA128F933E34D.h5;Tommy Ridgley;How I Feel;happy
3374;TRBRCJB128F933B06B.h5;Sui Generis;Mr. Jones O Pequeña Semblanza De Una Familia Tipo Americana;happy
3375;TRBRCKS128EF34FF8B.h5;Lenny Dee & Radium;Who's Next?;sad
3376;TRBRCKT128F931348F.h5;Caitlin Cary;Nursery Lie;happy
3377;TRBRCLE128F92EB29F.h5;Kurt Carr & The Kurt Carr Singers;Testimony;sad
3378;TRBRCLV128F42359ED.h5;Marissa Nadler;In The Time Of Lorry Low;sad
3379;TRBRCMO12903CB38BB.h5;Headhunter;3 Mad P's;sad
3380;TRBRCOJ128F930CF21.h5;Chris von Sneidern;Sorry;sad
3381;TRBRCPQ128F424992E.h5;Dalmata;La Confrontaction;happy
3382;TRBRCQT12903CF99C3.h5;The Churchills;She wont let it go;happy
3383;TRBRCRY12903CE4950.h5;Scott H. Biram;This Is Maw Maw;sad
3384;TRBRCTI12903CBC6D6.h5;Ahmad Jamal Trio;It's You Or No One;sad
3385;TRBRCUK12903CAF363.h5;Eddie Kirkland;The Devil;happy
3386;TRBRCUM128F1498B72.h5;Bugge Wesseltoft;Endless;sad
3387;TRBRCUZ128F425A36A.h5;Agent Orange;Wouldn't Last A Day;happy
3388;TRBRCVI12903C9F3BF.h5;Tori Amos;New Age;sad
3389;TRBRCVP12903CB536E.h5;Bebo Norman;Sons And Daughters;sad
3390;TRBRCZG128F428256B.h5;Bob Welch;Church;happy
3391;TRBRCZH128F425BD43.h5;The Alan Parsons Project;The Same Old Sun;sad
3392;TRBRDMC12903CDA815.h5;Papa Wemba;Sujet Des prières;happy
3393;TRBRDAA128F429C8B4.h5;Marilyn Crispell;Minstrels;sad
3394;TRBRDAQ128F9310F22.h5;The Rolling Stones;Under My Thumb;happy
3395;TRBRDAW128F423173F.h5;Shalabi Effect;Beluga;sad
3396;TRBRDBA128F4288867.h5;Jedi Mind Tricks;Neva Antiquated (Dark Jedi Remix);sad
3397;TRBRDBV12903CF7180.h5;Pole Folder;Salvation On Slavery Sins;happy
3398;TRBRDEI128F933A355.h5;Paul White;Alien Nature;happy
3399;TRBRDFC12903CBD5C9.h5;Fred Thomas;Night Time III;happy
3400;TRBRDFL128F932004C.h5;Pagans Mind;Search For Life;sad
3401;TRBRDHS12903CE6B16.h5;Sue Foley;The Forest;happy
3402;TRBRDIB128F930ECAE.h5;The Neon Judgement;Ugly Face;sad
3403;TRBRDJT12903CB9DC0.h5;Murder By Death;The Day;sad
3404;TRBRDMC128F42B5D91.h5;Jon Redfern;Temporary;sad
3405;TRBRDMF128F149676D.h5;Solar Quest;The Open Path;happy
3406;TRBRDMF128F42BC76F.h5;Vanessa Bell Armstrong;Yes He Loves Me;happy
3407;TRBRDMP128F14821EB.h5;Lost Ocean;Just Glide (Night To Life Album Version);sad
3408;TRBRDNA128EF356B37.h5;The Dresden Dolls;Missed Me;sad
3409;TRBRDNW128F92EBB43.h5;Krivi;Surreal Skies;sad
3410;TRBRDOL128F4287E07.h5;Los Diablitos;Y Yo Ni Se Diga;happy
3411;TRBRDOP12903CD20DE.h5;Vitalic;See The Sea (Red);happy
3412;TRBRDPT128F428B8D0.h5;The Warlocks;Oh Shadie;sad
3413;TRBRDQO12903CFCC84.h5;Jaime Jamgochian;You Are My King (Amazing Love);sad
3414;TRBRDRI128F9323567.h5;Prefuse 73;Fountains of Spring;happy
3415;TRBRDRO12903CC6821.h5;Franklin Bruno;Dashboard Issues;sad
3416;TRBRDRY12903CDF553.h5;Helen Love;Super Boy Super Girl;happy
3417;TRBRDTM128F9332AFA.h5;Leny Andrade;Watch What Happens;happy
3418;TRBRDUK128E078906E.h5;Massive Attack;Everything About You Is New;sad
3419;TRBRDUR128F930281B.h5;The Heinz Funk Electronic Combo;Bacarolle;sad
3420;TRBRDVE128F427ED10.h5;Fernando Correia Marques;Vou Partilhar&;happy
3421;TRBRDVH12903CB9D6B.h5;The Unseen;So This Freedom;happy
3422;TRBRDYI128F92E2175.h5;Ted Nugent;Painkiller;happy
3423;TRBRDYJ12903CDD3D1.h5;Malavoi;Baye La Boix;happy
3424;TRBREFG12903CEBBC0.h5;The Tear Garden;Ophelia;sad
3425;TRBRENK12903D0BBB0.h5;David Cassidy;Could It Be Forever;sad
3426;TRBREAD128F426F558.h5;Larvae;Circles And Scapegoats;sad
3427;TRBREAD12903CBC0FD.h5;Trueby Trio;New Music (Gucciman`s New Music Remix);happy
3428;TRBREAI128E0793409.h5;Ms. Dynamite;Brother;sad
3429;TRBREAO128F428F9A6.h5;Mojo Nixon;Stuffin' Martha's Muffin;sad
3430;TRBREAY128F92E9CED.h5;Caedmon's Call;Intro;happy
3431;TRBREBL128F93273D8.h5;Beans On Toast;Fuck the Smoking Ban;happy
3432;TRBRECC128F428A375.h5;Mindy McCready;Oh Romeo;sad
3433;TRBREDX12903CDE873.h5;Carlos Santana;Acapulco Sunrise;happy
3434;TRBREEA128F422C013.h5;Chaser;Tall Stories (Ian Pooley's Lars from Mars Mix);happy
3435;TRBREEE128F9345231.h5;Marcus Miller;Your amazing grace;sad
3436;TRBREEH12903D05D10.h5;Josh Canova;Sunday;sad
3437;TRBREET128F9327F9E.h5;Otello Profazio;Chiacchiere Di Cantastorie 2;happy
3438;TRBREEY128F4270CC8.h5;Demon Boyz;Rougher Than An Animal;happy
3439;TRBREEY128F92E6487.h5;El Combo De Las Estrellas;Tiburón comelón;happy
3440;TRBRENS128F9305CFD.h5;Alice Cooper;Billion Dollar Babies;happy
3441;TRBRENV128F424C74B.h5;Dezz White;Being An Alcoholic;sad
3442;TRBREOD128F930C702.h5;Cloud Cult;6 Days to Madness;happy
3443;TRBREOG128F425D1AD.h5;Shantel;Bucovina;happy
3444;TRBREOL128E078A190.h5;Brazilian Girls;Dance Till The Morning Sun;sad
3445;TRBREOS128F4286523.h5;De Novo Dahl;Dance Like David Bason;sad
3446;TRBREPN12903CD3F31.h5;Rocco;Drop The Bass;happy
3447;TRBREPT12903D01038.h5;Edoardo Bennato;Il Rock Di Capitan Uncino;happy
3448;TRBREPU128EF3639E1.h5;Grupo Gale;Culpable;happy
3449;TRBRESB128F145CF25.h5;Blondie;I'm Gonna Love You Too;happy
3450;TRBRESG128F9305CEE.h5;Steinski;Let's Get It On (Big Daddy Mix);happy
3451;TRBRESQ128F92FCC13.h5;Renegade Hit Makers;I Wanna Be With You;happy
3452;TRBREUF128F9339799.h5;Magic Slim & The Teardrops;Loving You Is The Best Thing That Happened To Me;happy
3453;TRBREUO128F42783D4.h5;Cleve Francis;How Can I Hold You;sad
3454;TRBREVX128F14619C4.h5;Thalia;Entre El Mar Y Una Estrella;happy
3455;TRBREXT128F9312AF2.h5;It's A Beautiful Day;Bombay;sad
3456;TRBREYD128F933506B.h5;dDamage;All the Times Again;sad
3457;TRBREZA128F93054B9.h5;Todd Rhodes and his Orchestra;Jumpin' With The Mountain King;happy
3458;TRBREZK128F4288668.h5;Luther Vandross;Can Heaven Wait;happy
3459;TRBREHV128F4266CEC.h5;Dataworx;Talkback;sad
3460;TRBREIH128F425D78F.h5;Flaminio Maphia;Tony E Dino;happy
3461;TRBREJA128F932DA31.h5;Carla;Thank You;sad
3462;TRBREKP128E0782DAF.h5;Fun Lovin' Criminals;Couldn't Get It Right;happy
3463;TRBRELA128F4267D12.h5;Dark Seed;Vine;happy
3464;TRBRELM128F145F7C1.h5;Gene Harris And The Three Sounds;Put On Train (Live) (2000 Digital Remaster);happy
3465;TRBRELR128F931999E.h5;T.Rex;New York City;happy
3466;TRBRELR128F9331A93.h5;Mad Lion;Still Friends;happy
3467;TRBRELR128F9347C3A.h5;Juan Gabriel;Una Vez Mas (Solo Una Vez Mas);happy
3468;TRBRELX12903CB3748.h5;Charlie Feathers;We're Getting Closer To Being Apart;sad
3469;TRBREMQ128F14A9500.h5;Fuckpony;cell phone hit;sad
3470;TRBRFNE128F424EEEA.h5;Corpus Delicti;Dancing Ghost;sad
3471;TRBRFBS128F9333656.h5;Sunrider;The Bomb (These Sounds Fall Into My Mind);happy
3472;TRBRFCA128F14559D3.h5;Duran Duran;My Own Way (Night Version);happy
3473;TRBRFCJ128F4259EC7.h5;Mad Dog Loose;Versa;sad
3474;TRBRFCP128F149BA12.h5;Spokes Mashiyane;Sono Sam;happy
3475;TRBRFCS128F92D6447.h5;Charles Wright;Express Yourself (Special Dance Version);happy
3476;TRBRFDE128F4274A26.h5;Laura Canales;Me Estoy Cansando De Ser;happy
3477;TRBRFDJ128F422BF2A.h5;ZU2T;Dieses Lied;happy
3478;TRBRFDX128F930EA20.h5;Hangedup;View From the Ground;sad
3479;TRBRFEI128F1495695.h5;Guy;Total Control;sad
3480;TRBRFFB12903CB6FA2.h5;Khaled;Manemchich Maak;happy
3481;TRBRFFC128F932B891.h5;The Heptones;Save The Last Dance;happy
3482;TRBRFGO12903CC1B68.h5;Build An Ark;In the Park;sad
3483;TRBRFHI128F425D249.h5;Sérgio Cassiano;Quando ela roda;happy
3484;TRBRFHW128F145ACB2.h5;Heart;Under The Sky;sad
3485;TRBRFIY128F92F348C.h5;DJ Squeeky;Bout My Paper;sad
3486;TRBRFJH12903CB7F22.h5;Kris Kross;A Lot 2 Live 4;sad
3487;TRBRFKG128F1499E52.h5;Junkyard;Blooze;happy
3488;TRBRFKK128F42B1822.h5;Rhymefest;Dynomite (Going Postal);sad
3489;TRBRFLI128F427277A.h5;Fanfare Savale;Hrpeasca;happy
3490;TRBRFMH12903CFF317.h5;Los Campesinos;Obérena Xamara;happy
3491;TRBRFND128F9356352.h5;Safi Connection;Deep Space;sad
3492;TRBRFNG12903CBC096.h5;Los Palominos;Para Siempre;happy
3493;TRBRFNO12903CE0CEC.h5;Loikaemie;Ein Skinhead ohne Stiefel;happy
3494;TRBRFOC128F149D0EC.h5;Die Kassierer;How does it feel?;sad
3495;TRBRFOI12903CB16B7.h5;Calvin Harris;Colours;happy
3496;TRBRFPP128F933D37B.h5;Dickies;Cross-Eyed Tammy;sad
3497;TRBRFQA128F428E8B6.h5;Cherish;Amnesia;sad
3498;TRBRFQD128F92EAA51.h5;Dirty Projectors;Wave The Bloody Shirt;sad
3499;TRBRFSQ128F427ADB5.h5;Efterklang;Redrop;sad
3500;TRBRFTF128F427AEDE.h5;Moby;Protect Write;happy
3501;TRBRFTV128F147B4C2.h5;Golden Smog;Making Waves;sad
3502;TRBRFUF128F92D755E.h5;Amy Ray;Cold Shoulder;happy
3503;TRBRFVA128F14AC9C9.h5;Waxwings;Keeping The Sparks;sad
3504;TRBRFWQ128F92EE361.h5;MYSA;Les maux d'une pénitence;happy
3505;TRBRFXD12903CE8C56.h5;Derek;Simona;happy
3506;TRBRFYL128F427E350.h5;REO Speedwagon;Just For You;sad
3507;TRBRFYN128F4265818.h5;The Bad Plus;Smells Like Teen Spirit;sad
3508;TRBRFZB128F93548E0.h5;3 Gars Su'l Sofa;Trois;happy
3509;TRBRFZB12903CA4373.h5;The Gourds;Up on High;happy
3510;TRBRGNV128F93468D8.h5;Agent K;Crusher (DJ X rmx);happy
3511;TRBRGAH128F42A0F08.h5;Law;Snipper;sad
3512;TRBRGBQ12903CED58D.h5;The Scarlet Fever;This Is Tomorrow;sad
3513;TRBRGCZ128F428D024.h5;Pink Razors;Prince of the Land of Stench;happy
3514;TRBRGDT128F427D15B.h5;Roze;Dead Men Get No Tales;sad
3515;TRBRGEP128F42ADCC7.h5;Corona;Get Up And Boogie;happy
3516;TRBRGGR12903D014E8.h5;Enthroned;In Missi Solemnibvs;sad
3517;TRBRGGT128F1481A32.h5;Edison Glass;A Burn Or A Shiver (A Burn Or A Shiver Album Version);sad
3518;TRBRGHM128F145DC70.h5;Blondie;Denis;happy
3519;TRBRGIF128F429833A.h5;Spice Girls;Time Goes By;sad
3520;TRBRGIZ12903CB0320.h5;Nevea Tears;Xiaoyu 74;sad
3521;TRBRGJA128F4284D58.h5;Monty Montgomery;Children (remix);happy
3522;TRBRGKB128F4264CD6.h5;Wade Hayes;The Room;sad
3523;TRBRGKZ128F933405E.h5;No More Babylon;Clean Up Yuh Heart (Extended Version);happy
3524;TRBRGPI12903CD5E8B.h5;The Leslie West Band;Sea of Heartache;happy
3525;TRBRGQZ128F9324200.h5;Lisa Shaw;Like I Want To;happy
3526;TRBRGRP128F42424E2.h5;De Sela Lhasa;El arbor del olvido;sad
3527;TRBRGRX128F4233832.h5;The Royal We;L'Enfant Terrible;happy
3528;TRBRGSA128F425BB37.h5;Proxy;Strangers in a Fight;sad
3529;TRBRGTV128F427A66A.h5;Luna;Lotus Opening;sad
3530;TRBRGUT128F428F318.h5;The Benjamin Gate;Heaven (Untitled Album Version);happy
3531;TRBRGVB128F4240C12.h5;Charley Patton;Pea Vine Blues;sad
3532;TRBRGVI128F92E866A.h5;Amjad Ali Khan;Wish You Were;sad
3533;TRBRGVX12903D1169B.h5;Saratoga;Prelude/Después de la Tormenta;sad
3534;TRBRGWI128F4260E92.h5;Montauk P;Def=Lim;sad
3535;TRBRGWR128F423EAE8.h5;The Breeders;Divine Hammer;happy
3536;TRBRGWR128F92CCC4D.h5;Maria Solheim;Mountain song;sad
3537;TRBRGWS128F42412D7.h5;The Perrys;David & Goliath;sad
3538;TRBRGWU128F426E7E0.h5;Our Lady Peace;Denied;sad
3539;TRBRGWU12903CB6A2A.h5;Hard Romantic;Silent Love;sad
3540;TRBRGWY128EF3656EC.h5;Wrath Of Killenstein;Viva Le Creep;sad
3541;TRBRGXC128F42724D2.h5;Stan Whitmire;Someday;sad
3542;TRBRGXL12903CF8CF7.h5;Orleans;Waking and Dreaming;happy
3543;TRBRGXY12903C95207.h5;JOHN COLTRANE;The Theme;happy
3544;TRBRGZK128F428B276.h5;Mulgrew Miller;Old Folks;sad
3545;TRBRHLV128F428A57A.h5;Jordan Rudess;Interstices;sad
3546;TRBRHBF128F14A2D89.h5;Stroke 9;Down;sad
3547;TRBRHCN128F42A352A.h5;Against All Authority;Nothing To Lose;happy
3548;TRBRHCR128F424409F.h5;Draft;Egymasra vagyunk;happy
3549;TRBRHCX128E0787767.h5;Platero Y Tu;Sin Solucion;happy
3550;TRBRHDC12903CDECD6.h5;These Arms Are Snakes;Subtle Body;sad
3551;TRBRHDM12903CE0F49.h5;David Jalbert;L'abus;happy
3552;TRBRHDO128F424809D.h5;Edith Márquez;A Puro Dolor;happy
3553;TRBRHDQ12903CBBD25.h5;Stevie B;Each Time;happy
3554;TRBRHEL128F9331ECD.h5;John Williams;Gone Fishin;happy
3555;TRBRHEV128E0793885.h5;The Brian Setzer Orchestra;Nosey Joe;happy
3556;TRBRHEY128F9303869.h5;Clifford Brown / Max Roach;Blue Moon;sad
3557;TRBRHEZ128F933030E.h5;The Spits;Remote Kontrol;happy
3558;TRBRHGS128F424BDA2.h5;zero dB;Te Quiero;happy
3559;TRBRHHL128F4259DE8.h5;Des'ree;Living In The City;happy
3560;TRBRHHU128F93491C7.h5;Joe Turner;After My Laughter Came Tears;sad
3561;TRBRHHV128F93441D0.h5;Grupo Mamey;Hay Hombre;happy
3562;TRBRHJF128F92E98E4.h5;Slave;Bad Girl;happy
3563;TRBRHKI128F92F34C0.h5;Barney Kessel;Speak Low;happy
3564;TRBRHKR128F9354A6C.h5;Telefuzz;Sayshell;sad
3565;TRBRHKS128F92C1E62.h5;Calvin Harris;Disco Heat;happy
3566;TRBRHKW128F424EB2A.h5;Jealous Guys;Mr. Brightside;happy
3567;TRBRHMR128F9325D51.h5;Wolfmother;Back Round;sad
3568;TRBRHNX128F9322216.h5;Sahara Hotnights;Too Cold For You;sad
3569;TRBRHOC128F4264AA4.h5;The Daktaris;Voodoo Soul Stew;happy
3570;TRBRHPG12903CFAE09.h5;Doves;Friday's Dust (Capitol Tower Session);sad
3571;TRBRHRB12903CFF107.h5;Mary Flower;Nobody's Fault But Mine;sad
3572;TRBRHRT12903CFAC89.h5;Europe;Last Look At Eden;sad
3573;TRBRHSS128F93297C4.h5;Celtic Frost;Nocturnal Fear;sad
3574;TRBRHTD12903CC6810.h5;The Rural Alberta Advantage;The Dethbridge in Lethbridge;happy
3575;TRBRHTM128F9338D79.h5;Sex In Dallas;Clerk Work;happy
3576;TRBRHUD128F1469E32.h5;Mack 10;Suck Down (Insert) (Explicit);happy
3577;TRBRHUX128F1452277.h5;I Am Kloot;Strange Arrangement Of Colour;sad
3578;TRBRHVF128F932942E.h5;Modwheelmood;Domenica Pomeriggio;happy
3579;TRBRHVG128F422A243.h5;Mathias Kaden;Spank;sad
3580;TRBRHVS128F92EC61E.h5;Kieran;Hell No;sad
3581;TRBRHWC128F4289466.h5;Laura;Fugitive;sad
3582;TRBRHWF128F92C4F34.h5;Hajime Yoshizawa;Endless Bow;happy
3583;TRBRHWP128F9306DFA.h5;Jan Johnston;Sleeping Satellite;sad
3584;TRBRHWT128F92DA8A4.h5;Daniel Portman;Open Your Mind;sad
3586;TRBTDIH128F92DA89B.h5;Daniel Portman;Open Your Mind;sad
3588;TRBRHXC128F422BC48.h5;Elisa;Come Speak To Me;happy
3589;TRBRHXV128F9308080.h5;We Shot the Moon;Should Have Been;happy
3590;TRBRHYM128F145B458.h5;Corey Hart;Take My Heart;happy
3591;TRBRHYP128F427E412.h5;Blind Boy Fuller;You Got To Have Your Dollar;happy
3592;TRBRHZB128F4260D0F.h5;Sian Alice Group;Motionless;sad
3593;TRBRHZC128F426365E.h5;MF Doom;Live From Planet X!;happy
3594;TRBRHZK128F4264587.h5;Dorothy Ashby;Lonely Girl;happy
3595;TRBRHZS128F14644A0.h5;Shaggy;Sexy Body Girls;happy
3596;TRBRHZX12903CE4396.h5;Busty Brown;King Of The Trombone;happy
3597;TRBRINP128F424C348.h5;Terry Seabrook's Cubana Bop;Descent;happy
3598;TRBRIAR128F14A3565.h5;The Hotknives;W.L.N.;happy
3599;TRBRIBQ12903CA7608.h5;Prince Allah;Man of My Word;happy
3600;TRBRIBY128F428807A.h5;Dan Bern;I Need You;sad
3601;TRBRICH128F9317DBA.h5;Masif DJs;Reaching Into My Brain;sad
3602;TRBRIDZ128F427E0EB.h5;Darkstar;Iron Fang;happy
3603;TRBRIFB128F4297EDE.h5;Favretto;The Face;happy
3604;TRBRIFE128F4294CE8.h5;Dread Zeppelin;Bring It On Home;happy
3605;TRBRIFG128E0782C0F.h5;The Beta Band;Round The Bend;sad
3606;TRBRIGH12903C9F2CA.h5;13th Chime;Keep In Pace;sad
3607;TRBRIGU128F932CA37.h5;Terry Hall;Love To See You;sad
3608;TRBRIGW128F424304F.h5;Sans Souci;Jewel Box;sad
3609;TRBRIIH128F93218D6.h5;Joe Stump;The Dark Gift;sad
3610;TRBRIIM128F9309632.h5;datA;Master level;happy
3611;TRBRIIO128F428273F.h5;Dino;Nessuno Al Mondo;happy
3612;TRBRIIO128F93250D1.h5;Dragonette;Stupid Grin;happy
3613;TRBRIJO128F42220FB.h5;Venice;Drive Between The Raindrops;sad
3614;TRBRIMF128F1466518.h5;K-Klass;Taking Me Over;happy
3615;TRBRIMI128F92F037C.h5;Taio Cruz;I Just Wanna Know;happy
3616;TRBRINJ128F4277F47.h5;Razed in Black;Visions;sad
3617;TRBRINN128F932CAB3.h5;Four Piece Suit;Finally;sad
3618;TRBRIOY128F93427F0.h5;Wots My Code;Dubplate;happy
3619;TRBRIPZ12903CDE5B6.h5;The Young Punx;Club Culture;sad
3620;TRBRIQQ128F92F262F.h5;The Nashville Bluegrass Band;Blackbirds And Crows;happy
3621;TRBRISE12903D03CF3.h5;Circle Of Dead Children;Jaracaca;sad
3622;TRBRITK128F92E239E.h5;Rainbow;Man On The Silver Mountain;happy
3623;TRBRIUE128F4295110.h5;Tanya Stephens;Come A Long Way;happy
3624;TRBRIUL12903CC5457.h5;Vice Squad;Sterile (BBC John Peel Session 28/04/82);sad
3625;TRBRIVF128F427CA29.h5;Jeff Lorber;When She Smiles;sad
3626;TRBRIVI128F14ADCEF.h5;Falling Up;Ambience (Crashings Album Verison);happy
3627;TRBRIVL128E07993C4.h5;Ryan Adams & The Cardinals;Games;sad
3628;TRBRIWA128F1475D36.h5;Myslovitz;Czytanka Dla Niegrzecznych;sad
3629;TRBRIWS128F4233791.h5;I Concur;Decimal Places;happy
3630;TRBRIXQ12903CD3FBF.h5;Sean Deason;Confusion;sad
3631;TRBRIYA128F9347041.h5;The Zeros;Beat Your Heart Out;happy
3632;TRBRIYH128F92DFD5D.h5;Polly Paulusma;She Moves In A Secret Way;sad
3633;TRBRIYZ128F930A753.h5;Charms;Love Love Stick Stov;happy
3634;TRBRIZD128F4274A3F.h5;X;The Stage;sad
3635;TRBRIZX128F932E000.h5;GRANDADDY;El Caminos In The West;happy
3636;TRBRJEY128F42A86FE.h5;Klubbingman;Never Stop This Feeling;happy
3637;TRBRJAM128F92FC403.h5;Percy Sledge;Dock of the bay;sad
3638;TRBRJAP128F93658D8.h5;1gnition;Secret Sunday Lover;happy
3639;TRBRJAX128F4275486.h5;Harry Pussy;The White Improviser;sad
3640;TRBRJAY12903CAA3C0.h5;Street Sweeper Social Club;The Oath;happy
3641;TRBRJBQ128F93244FB.h5;Pele;The Faber;sad
3642;TRBRJBU128F424AFA4.h5;Exile;The Forever Endeavour;happy
3643;TRBRJCI128F425961E.h5;Smokey Robinson;Quiet Storm;sad
3644;TRBRJDC128F425157D.h5;Satan's Pilgrims;The Hondell;happy
3645;TRBRJEO12903CABEE4.h5;Eric Laville;Original Mix;sad
3646;TRBRJET12903CD0105.h5;Amari;L'Avvoltoio Delle 3;happy
3647;TRBRJEU12903CF7BFB.h5;Maria;Aku Kembali;sad
3648;TRBRJOU12903CBD4C7.h5;P.F. Sloan;Halloween Mary;happy
3649;TRBRJPA12903CD7157.h5;Paul Brady;Over The Border;sad
3650;TRBRJPU128F14835BC.h5;Shaila Dúrcal;Como Tu Mujer;sad
3651;TRBRJQK12903CB7325.h5;Deerhoof;New Sneakers;sad
3652;TRBRJQV128F4233847.h5;Dashboard Confessional;Keep Watch For The Mines;happy
3653;TRBRJTH12903D04FD6.h5;Kill The Client;Retaliate;sad
3654;TRBRJTK128F42653BF.h5;The Juliana Theory;White Days;sad
3655;TRBRJTQ128F4243505.h5;The Nelons;Hands Of Grace;sad
3656;TRBRJTZ128F93196C1.h5;Strawbs;We Can Make It Together;happy
3657;TRBRJUE128F9341E5E.h5;Virtue;You Just Be You;happy
3658;TRBRJVC128F4277FB7.h5;Johnny Logan;Stay;happy
3659;TRBRJWE128F4238EE4.h5;Hawkeye;Show Mi Yuh Company;happy
3660;TRBRJWZ128F42903AD.h5;Quazar;Push Thru;happy
3661;TRBRJXA128F93321BD.h5;Usual Suspects;Carnage;sad
3662;TRBRJXL128F422DA9F.h5;Night In Gales;Darkzone Anthem;sad
3663;TRBRJXS128F932631E.h5;Anna Oxygen;This Is...;happy
3664;TRBRJYQ12903CC75B4.h5;Luzon;The Baguio Track;happy
3665;TRBRJYW128F934B950.h5;Paths Of Possession;As Sanities Split;sad
3666;TRBRJZY128F92D2130.h5;Panacea;Just Like Brothers;sad
3667;TRBRJGC128F92F7157.h5;Ricardo;Silver Lake;sad
3668;TRBRJGO128F4243FB2.h5;The Cassandra Complex;One Millionth Happy Customer (Ebm Mix);sad
3669;TRBRJGV128F429013D.h5;Rufus Wainwright;Harvester Of Hearts;sad
3670;TRBRJHJ12903CD3BAE.h5;Noel Parlane;Under Your Spell Again;happy
3671;TRBRJII12903D02FFF.h5;Nathan Moore;Been a While;sad
3672;TRBRJIQ128F92C7D3F.h5;Booka Shade;Solo City;sad
3673;TRBRJIT128F92F3F4F.h5;White & Spirit;Instrumental: La Sédition;happy
3674;TRBRJKP128F9312275.h5;Steve Riley & The Mamou Playboys;Ardoin Medley;happy
3675;TRBRJKT12903CD4D52.h5;Franz Bauer;Neothis and Neothat;sad
3676;TRBRJLI128F932C00E.h5;Temper;Wagner's cariocas;sad
3677;TRBRJMA128F425463C.h5;Bass Apocalypse;Intro;sad
3678;TRBRJMR128F9303BA0.h5;Sheila Walsh;A Mighty Fortress Is Our God;sad
3679;TRBRJNM12903CBA745.h5;Hollow Tip;Real Big;happy
3680;TRBRKML12903CBDBC1.h5;Decadence;Labyrinth;sad
3681;TRBRKBG128F92CD094.h5;Bill Black's Combo;The Wheel;happy
3682;TRBRKBJ12903CA46D3.h5;DJ Trax;Be Moved;happy
3683;TRBRKBK128F932FF85.h5;So Fucking What;What The Hell;happy
3684;TRBRKDA12903CFA12C.h5;Painkiller;Executioner;sad
3685;TRBRKEA128EF34B24D.h5;Kumikameli;Hiehot halki;happy
3686;TRBRKEL12903CC4D46.h5;Failure;Heliotropic;sad
3687;TRBRKEU128F92F2247.h5;Julia Fordham;Falling Forward;sad
3688;TRBRKGB128F92F607C.h5;Herb Alpert And The Tijuana Brass;Numero Cinco;happy
3689;TRBRKGT128F4265BF0.h5;The Jacksons;Heaven Knows I Love You;sad
3690;TRBRKGZ128F92EBECE.h5;Pan.thy.monium;II;sad
3691;TRBRKIJ128F424AC07.h5;Mauro Picotto;Planet;sad
3692;TRBRKJA128F933A21C.h5;Kevin Ceballo;El Milagro de Tu Amor;happy
3693;TRBRKJD128F9310AF8.h5;Slyde;Rain Dance;sad
3694;TRBRKJN128F4226CF9.h5;Siglo Xx;Honeytrap;sad
3695;TRBRKKG12903CC4036.h5;The Feminists;Last One Standing;happy
3696;TRBRKKP12903CB09E9.h5;Kid Andersen;Jezebel;happy
3697;TRBRKMI128F146CC8E.h5;Frank Black;I Could Stay Here Forever;happy
3698;TRBRKMW12903CD6A2C.h5;Disiz;C'est la vérité;happy
3699;TRBRKNJ128F92DF653.h5;Tok Tok Tok;Vertigo;happy
3700;TRBRKNQ128F14585BE.h5;Public Image Ltd;Cruel;sad
3701;TRBRKNW128F425FDF5.h5;DeGarmo & Key;Emmanuel  (This Time Thru Album Version);sad
3702;TRBRKOB128F932AE02.h5;20 Minute Loop;Jubliation;happy
3703;TRBRKOF12903CD5740.h5;Deaf Shepherd;Out In The Night/Turkish Reel/An Dro/;sad
3704;TRBRKOM128F42B630B.h5;Lamb;Gorecki;sad
3705;TRBRKOZ128F423FAA2.h5;Vitamin String Quartet;Desperado;sad
3706;TRBRKQM128F92D525E.h5;Signum;What Ya Got 4 Me;happy
3707;TRBRKQW128F148597C.h5;Ima Robot;Creeps Me Out;happy
3708;TRBRKRR128F933250F.h5;Ali Farka Touré;I Go Ka;happy
3709;TRBRKSX12903D05E93.h5;Sub Focus;Coming Closer;sad
